UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rad/s],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
8114,L55293,0,300.4,311.7,152.7861227195836,45.6,3,0,0,0,0,0,0
8115,H37528,2,300.4,311.8,261.3805087786708,13.5,5,0,0,0,0,0,0
8116,L55295,0,300.4,311.8,143.1519052485749,57.2,10,0,0,0,0,0,0
8117,L55296,0,300.3,311.8,209.85838925979817,19.6,12,0,0,0,0,0,0
8118,L55297,0,300.3,311.7,147.23597569824162,47.5,14,0,0,0,0,0,0
8119,L55298,0,300.3,311.8,162.10618092523333,33.0,16,0,0,0,0,0,0
8120,L55299,0,300.3,311.7,139.59143357450648,55.2,18,0,0,0,0,0,0
8121,L55300,0,300.2,311.6,185.03980729643882,26.4,20,0,0,0,0,0,0
8122,L55301,0,300.2,311.6,191.3229926036184,27.0,22,0,0,0,0,0,0
8123,M22982,1,300.2,311.6,160.5353845984384,46.4,24,0,0,0,0,0,0
8124,H37537,2,300.2,311.5,158.65042900628455,36.8,27,0,0,0,0,0,0
8125,L55304,0,300.2,311.4,164.2005760276265,41.0,32,0,0,0,0,0,0
8126,L55305,0,300.2,311.4,152.053084433746,47.8,34,0,0,0,0,0,0
8127,L55306,0,300.2,311.4,150.06340908647243,37.9,36,0,0,0,0,0,0
8128,M22987,1,300.1,311.3,172.78759594743863,33.8,38,0,0,0,0,0,0
8129,L55308,0,300.1,311.4,170.58848108992575,31.3,41,0,0,0,0,0,0
8130,L55309,0,300.0,311.3,159.17402778188284,39.2,43,0,0,0,0,0,0
8131,H37544,2,300.0,311.2,145.87461888168605,43.1,45,0,0,0,0,0,0
8132,H37545,2,299.9,311.2,142.8377459832159,49.6,50,0,0,0,0,0,0
8133,M22992,1,299.9,311.3,145.4557398612074,50.0,55,0,0,0,0,0,0
8134,L55313,0,299.8,311.1,153.5191610054212,46.1,58,0,0,0,0,0,0
8135,L55314,0,299.7,311.1,172.78759594743863,32.4,60,0,0,0,0,0,0
8136,L55315,0,299.6,311.0,162.73449945595127,36.3,62,0,0,0,0,0,0
8137,M22996,1,299.6,310.9,154.35691904637852,39.7,64,0,0,0,0,0,0
8138,H37551,2,299.5,310.8,167.55160819145564,32.4,67,0,0,0,0,0,0
8139,L55318,0,299.5,310.8,141.99998794225863,54.9,72,0,0,0,0,0,0
8140,L55319,0,299.5,310.8,164.51473529298548,38.2,74,0,0,0,0,0,0
8141,L55320,0,299.6,310.9,173.62535398839591,28.0,76,0,0,0,0,0,0
8142,L55321,0,299.6,310.8,145.87461888168605,49.9,78,0,0,0,0,0,0
8143,M23002,1,299.7,311.0,151.63420541326735,49.8,80,0,0,0,0,0,0
8144,L55323,0,299.7,310.9,154.67107831173746,40.4,83,0,0,0,0,0,0
8145,M23004,1,299.7,311.0,157.70795121020763,42.7,85,0,0,0,0,0,0
8146,M23005,1,299.7,310.9,176.4527873766267,32.1,88,0,0,0,0,0,0
8147,L55326,0,299.6,310.9,160.5353845984384,31.8,91,0,0,0,0,0,0
8148,L55327,0,299.5,310.8,151.52948565814768,41.0,93,0,0,0,0,0,0
8149,M23008,1,299.5,310.7,155.8229956180537,39.5,95,0,0,0,0,0,0
8150,M23009,1,299.6,310.8,149.4350905557545,50.4,98,0,0,0,0,0,0
8151,M23010,1,299.5,310.7,149.12093129039553,41.3,101,0,0,0,0,0,0
8152,L55331,0,299.5,310.7,154.14747953613917,40.9,104,0,0,0,0,0,0
8153,L55332,0,299.5,310.7,150.58700786207075,45.7,106,0,0,0,0,0,0
8154,L55333,0,299.6,310.8,157.8126709653273,42.4,108,0,0,0,0,0,0
8155,L55334,0,299.6,310.7,145.87461888168605,52.1,110,0,0,0,0,0,0
8156,L55335,0,299.5,310.8,134.3554458185235,52.4,112,0,0,0,0,0,0
8157,L55336,0,299.6,310.8,172.15927741672067,30.9,114,0,0,0,0,0,0
8158,L55337,0,299.6,310.8,156.87019316925034,46.9,116,0,0,0,0,0,0
8159,L55338,0,299.6,310.8,146.60765716752366,40.8,118,0,0,0,0,0,0
8160,H37573,2,299.6,310.9,175.82446884590874,31.2,120,0,0,0,0,0,0
8161,M23020,1,299.7,311.1,169.4365637836095,30.3,125,0,0,0,0,0,0
8162,H37575,2,299.6,311.0,179.48966027509684,30.2,128,0,0,0,0,0,0
8163,L55342,0,299.6,311.0,164.82889455834447,35.0,133,0,0,0,0,0,0
8164,L55343,0,299.7,311.1,164.82889455834447,36.4,135,0,0,0,0,0,0
8165,L55344,0,299.6,310.9,154.14747953613917,40.9,137,0,0,0,0,0,0
8166,L55345,0,299.6,311.0,162.52505994571194,33.2,139,0,0,0,0,0,0
8167,L55346,0,299.7,311.1,167.8657674568146,31.4,141,0,0,0,0,0,0
8168,H37581,2,299.7,311.1,141.68582867689966,47.1,143,0,0,0,0,0,0
8169,L55348,0,299.7,311.1,176.97638615222502,30.6,148,0,0,0,0,0,0
8170,M23029,1,299.8,311.2,182.7359726838063,26.3,150,0,0,0,0,0,0
8171,L55350,0,299.9,311.3,159.38346729212216,45.7,153,0,0,0,0,0,0
8172,H37585,2,300.0,311.4,171.84511815136167,34.5,155,0,0,0,0,0,0
8173,L55352,0,299.9,311.4,167.13272917097697,28.9,160,0,0,0,0,0,0
8174,H37587,2,299.9,311.4,156.76547341413067,37.0,162,0,0,0,0,0,0
8175,L55354,0,299.9,311.3,143.57078426905355,52.3,167,0,0,0,0,0,0
8176,M23035,1,299.9,311.3,151.32004614790836,41.2,169,0,0,0,0,0,0
8177,L55356,0,299.8,311.2,163.7816970071479,40.0,172,0,0,0,0,0,0
8178,L55357,0,299.7,311.1,150.6917276171904,44.9,174,0,0,0,0,0,0
8179,L55358,0,299.7,311.2,141.58110892178001,52.1,176,0,0,0,0,0,0
8180,L55359,0,299.8,311.3,163.36281798666923,35.4,178,0,0,0,0,0,0
8181,M23040,1,299.7,311.2,169.22712427337018,42.3,180,0,0,0,0,0,0
8182,L55361,0,299.7,311.2,192.16075064457567,23.7,183,0,0,0,0,0,0
8183,M23042,1,299.7,311.1,172.68287619231896,32.7,185,0,0,0,0,0,0
8184,L55363,0,299.8,311.1,152.053084433746,47.3,188,0,0,0,0,0,0
8185,L55364,0,299.8,311.1,224.51915497655054,17.7,190,0,0,0,0,0,0
8186,L55365,0,299.7,311.1,162.73449945595127,41.0,192,0,0,0,0,0,0
8187,L55366,0,299.7,311.0,191.3229926036184,25.4,194,0,0,0,0,0,0
8188,L55367,0,299.6,310.9,151.63420541326735,46.3,196,0,0,0,0,0,0
8189,M23048,1,299.6,310.9,160.22122533307945,38.8,198,0,0,0,0,0,0
8190,L55369,0,299.7,311.0,207.65927440228532,21.0,201,0,0,0,0,0,0
8191,M23050,1,299.7,310.9,169.64600329384882,37.2,203,0,0,0,0,0,0
8192,M23051,1,299.6,310.9,170.69320084504542,29.8,206,0,0,0,0,0,0
8193,L55372,0,299.6,310.9,128.70057904206186,65.2,209,1,0,0,0,1,0
8194,L55373,0,299.5,310.8,196.14010133912277,22.3,211,0,0,0,0,0,0
8195,L55374,0,299.4,310.7,149.33037080063482,45.7,213,0,0,0,0,0,0
8196,L55375,0,299.4,310.8,144.09438304465183,53.9,215,1,0,0,0,1,0
8197,L55376,0,299.4,310.8,169.85544280408814,33.6,217,0,0,0,0,0,0
8198,M23057,1,299.4,310.7,156.24187463853238,45.7,219,0,0,0,0,0,0
8199,M23058,1,299.3,310.7,143.8849435344125,48.9,222,0,0,0,0,0,0
8200,L55379,0,299.2,310.7,181.898214642849,27.0,225,1,1,0,0,0,0
8201,L55380,0,299.3,310.8,149.33037080063482,42.4,0,0,0,0,0,0,0
8202,M23061,1,299.3,310.9,191.21827284849874,25.1,2,0,0,0,0,0,0
8203,L55382,0,299.3,310.9,174.77727129471216,32.4,5,0,0,0,0,0,0
8204,M23063,1,299.4,310.9,154.25219929125885,40.1,7,0,0,0,0,0,0
8205,L55384,0,299.4,310.9,183.36429121452426,27.8,10,0,0,0,0,0,0
8206,M23065,1,299.4,310.9,151.42476590302803,47.3,12,0,0,0,0,0,0
8207,L55386,0,299.3,310.8,155.29939684245542,43.5,15,0,0,0,0,0,0
8208,L55387,0,299.2,310.7,160.74482410867773,42.6,17,0,0,0,0,0,0
8209,L55388,0,299.2,310.7,154.67107831173746,44.0,19,0,0,0,0,0,0
8210,L55389,0,299.3,310.8,145.66517937144675,46.9,21,0,0,0,0,0,0
8211,H37624,2,299.2,310.7,171.3215193757634,29.4,23,0,0,0,0,0,0
8212,L55391,0,299.2,310.6,175.40558982543013,33.3,28,0,0,0,0,0,0
8213,H37626,2,299.2,310.5,139.17255455402784,48.9,30,0,0,0,0,0,0
8214,M23073,1,299.2,310.5,162.10618092523333,33.5,35,0,0,0,0,0,0
8215,L55394,0,299.2,310.5,145.66517937144675,45.8,38,0,0,0,0,0,0
8216,L55395,0,299.1,310.5,150.4822881069511,43.1,40,0,0,0,0,0,0
8217,L55396,0,299.2,310.6,143.46606451393387,61.9,42,0,0,0,0,0,0
8218,L55397,0,299.1,310.6,165.14305382370344,37.1,44,0,0,0,0,0,0
8219,L55398,0,299.1,310.5,155.50883635269477,37.8,46,0,0,0,0,0,0
8220,L55399,0,299.0,310.4,157.4985116999683,34.3,48,0,0,0,0,0,0
8221,M23080,1,298.9,310.3,162.42034019059233,35.2,50,0,0,0,0,0,0
8222,M23081,1,299.1,310.5,149.53981031087415,43.0,53,0,0,0,0,0,0
8223,L55402,0,299.0,310.5,183.78317023500287,27.9,56,0,0,0,0,0,0
8224,L55403,0,299.1,310.5,139.17255455402784,54.9,58,0,0,0,0,0,0
8225,L55404,0,299.1,310.5,156.66075365901102,35.2,60,0,0,0,0,0,0
8226,L55405,0,299.1,310.5,160.43066484331877,36.6,62,0,0,0,0,0,0
8227,L55406,0,299.1,310.5,145.4557398612074,61.4,64,0,0,0,0,0,0
8228,M23087,1,299.1,310.4,159.59290680236148,51.4,66,0,0,0,0,0,0
8229,M23088,1,299.1,310.4,148.91149178015618,49.3,69,0,0,0,0,0,0
8230,L55409,0,299.1,310.5,182.10765415308833,27.4,72,0,0,0,0,0,0
8231,L55410,0,299.1,310.5,181.79349488772934,26.9,74,0,0,0,0,0,0
8232,L55411,0,299.1,310.5,148.59733251479722,48.8,76,0,0,0,0,0,0
8233,L55412,0,299.1,310.6,138.85839528866885,49.7,78,0,0,0,0,0,0
8234,M23093,1,299.1,310.6,151.73892516838703,43.2,80,0,0,0,0,0,0
8235,L55414,0,299.2,310.6,160.6401043535581,39.7,83,0,0,0,0,0,0
8236,M23095,1,299.2,310.6,151.11060663766906,50.9,85,0,0,0,0,0,0
8237,L55416,0,299.2,310.6,156.87019316925034,41.1,88,0,0,0,0,0,0
8238,L55417,0,299.1,310.6,188.07668019490896,26.0,90,0,0,0,0,0,0
8239,L55418,0,299.1,310.4,159.0693080267632,45.3,92,0,0,0,0,0,0
8240,L55419,0,299.0,310.4,140.21975210522444,49.6,94,0,0,0,0,0,0
8241,L55420,0,299.0,310.4,155.29939684245542,41.5,96,0,0,0,0,0,0
8242,M23101,1,298.9,310.2,219.80676599616584,20.0,98,0,0,0,0,0,0
8243,M23102,1,299.0,310.3,176.87166639710534,29.7,101,0,0,0,0,0,0
8244,H37657,2,299.1,310.4,143.36134475881423,54.5,104,0,0,0,0,0,0
8245,L55424,0,299.0,310.4,158.3362697409256,38.8,109,0,0,0,0,0,0
8246,M23105,1,299.0,310.3,136.44984092091667,68.6,111,1,0,0,1,0,0
8247,L55426,0,299.0,310.3,162.52505994571194,39.9,114,0,0,0,0,0,0
8248,L55427,0,299.0,310.4,179.3849405199772,28.0,116,0,0,0,0,0,0
8249,L55428,0,298.9,310.3,152.47196345422464,44.1,118,0,0,0,0,0,0
8250,L55429,0,299.0,310.4,159.59290680236148,39.8,120,0,0,0,0,0,0
8251,M23110,1,299.0,310.4,145.97933863680572,45.2,122,0,0,0,0,0,0
8252,L55431,0,299.0,310.4,207.449834892046,21.2,125,0,0,0,0,0,0
8253,L55432,0,299.0,310.4,163.88641676226752,36.1,127,0,0,0,0,0,0
8254,L55433,0,299.1,310.4,173.52063423327624,31.0,129,0,0,0,0,0,0
8255,M23114,1,299.0,310.4,170.16960206944714,37.1,131,0,0,0,0,0,0
8256,L55435,0,299.0,310.4,168.1799267221736,31.1,134,0,0,0,0,0,0
8257,H37670,2,299.0,310.5,139.90559283986545,56.8,136,0,0,0,0,0,0
8258,M23117,1,299.0,310.6,166.19025137490004,34.2,141,0,0,0,0,0,0
8259,L55438,0,299.1,310.6,167.76104770169496,39.7,144,0,0,0,0,0,0
8260,L55439,0,299.1,310.5,154.04275978101953,38.4,146,0,0,0,0,0,0
8261,H37674,2,299.1,310.6,139.4867138193868,48.0,148,0,0,0,0,0,0
8262,H37675,2,299.2,310.6,150.1681288415921,48.4,153,0,0,0,0,0,0
8263,L55442,0,299.1,310.6,201.1666495848664,23.9,158,0,0,0,0,0,0
8264,H37677,2,299.2,310.6,178.44246272390023,30.6,160,0,0,0,0,0,0
8265,M23124,1,299.1,310.6,146.2934979021647,49.5,165,0,0,0,0,0,0
8266,H37679,2,299.1,310.6,187.55308141931064,28.0,168,0,0,0,0,0,0
8267,L55446,0,299.1,310.6,190.3805148075415,24.1,173,0,0,0,0,0,0
8268,L55447,0,299.2,310.7,161.26842288427605,36.3,175,0,0,0,0,0,0
8269,M23128,1,299.2,310.8,157.28907218972896,39.8,177,0,0,0,0,0,0
8270,H37683,2,299.2,310.8,184.41148876572083,30.4,180,0,0,0,0,0,0
8271,M23130,1,299.1,310.8,158.85986851652387,38.4,185,0,0,0,0,0,0
8272,L55451,0,299.1,310.7,137.07815945163463,51.1,188,0,0,0,0,0,0
8273,L55452,0,298.9,310.6,142.73302622809626,52.6,190,0,0,0,0,0,0
8274,M23133,1,299.0,310.6,187.134202398832,22.2,192,0,0,0,0,0,0
8275,L55454,0,298.9,310.5,171.74039839624203,29.2,195,0,0,0,0,0,0
8276,M23135,1,298.9,310.6,180.1179788058148,25.3,197,0,0,0,0,0,0
8277,L55456,0,298.8,310.5,144.93214108560912,52.8,200,0,0,0,0,0,0
8278,H37691,2,298.8,310.5,135.50736312483974,55.8,202,0,0,0,0,0,0
8279,L55458,0,298.8,310.5,153.3097214951819,46.4,207,0,0,0,0,0,0
8280,L55459,0,298.8,310.6,188.80971848074657,25.4,209,0,0,0,0,0,0
8281,L55460,0,298.8,310.6,167.76104770169496,39.1,211,0,0,0,0,0,0
8282,H37695,2,298.9,310.6,159.0693080267632,38.8,213,0,0,0,0,0,0
8283,M23142,1,298.9,310.7,171.5309588860027,33.6,218,0,0,0,0,0,0
8284,H37697,2,298.9,310.6,169.1224045182505,33.0,221,0,0,0,0,0,0
8285,L55464,0,298.8,310.6,172.89231570255828,33.3,0,0,0,0,0,0,0
8286,L55465,0,298.9,310.6,145.24630035096808,52.7,2,0,0,0,0,0,0
8287,M23146,1,298.8,310.5,175.7197490907891,32.8,4,0,0,0,0,0,0
8288,L55467,0,298.9,310.6,165.98081186466072,38.1,7,0,0,0,0,0,0
8289,M23148,1,298.8,310.6,171.74039839624203,33.8,9,0,0,0,0,0,0
8290,L55469,0,298.9,310.6,147.23597569824162,43.8,12,0,0,0,0,0,0
8291,M23150,1,298.9,310.6,175.82446884590874,35.8,14,0,0,0,0,0,0
8292,L55471,0,298.9,310.5,179.8038195404558,26.9,17,0,0,0,0,0,0
8293,H37706,2,298.9,310.5,149.64453006599382,39.9,19,0,0,0,0,0,0
8294,M23153,1,298.9,310.4,160.5353845984384,44.4,24,0,0,0,0,0,0
8295,M23154,1,298.9,310.5,159.69762655748116,38.5,27,0,0,0,0,0,0
8296,L55475,0,298.9,310.4,182.10765415308833,26.3,30,0,0,0,0,0,0
8297,L55476,0,298.9,310.3,150.37756835183143,39.0,32,0,0,0,0,0,0
8298,M23157,1,298.8,310.2,167.02800941585735,33.1,34,0,0,0,0,0,0
8299,H37712,2,298.7,310.1,150.27284859671178,45.6,37,0,0,0,0,0,0
8300,L55479,0,298.7,310.0,171.42623913088303,31.8,42,0,0,0,0,0,0
8301,L55480,0,298.7,310.1,163.1533784764299,37.6,44,0,0,0,0,0,0
8302,M23161,1,298.7,310.1,172.15927741672067,34.1,46,0,0,0,0,0,0
8303,L55482,0,298.7,310.1,171.84511815136167,31.1,49,0,0,0,0,0,0
8304,L55483,0,298.8,310.2,157.4985116999683,41.0,51,0,0,0,0,0,0
8305,M23164,1,298.7,310.1,157.70795121020763,50.7,53,0,0,0,0,0,0
8306,H37719,2,298.8,310.1,144.5132620651305,44.0,56,0,0,0,0,0,0
8307,M23166,1,298.7,310.1,162.21090068035298,42.5,61,0,0,0,0,0,0
8308,M23167,1,298.7,310.1,146.817096677763,69.7,64,1,0,0,1,0,0
8309,L55488,0,298.7,310.1,146.71237692264333,45.3,67,0,0,0,0,0,0
8310,M23169,1,298.7,310.0,152.7861227195836,40.2,69,0,0,0,0,0,0
8311,L55490,0,298.7,309.9,153.41444125030156,39.7,72,0,0,0,0,0,0
8312,M23171,1,298.8,310.0,135.6120828799594,52.7,74,0,0,0,0,0,0
8313,M23172,1,298.8,310.0,160.1165055779598,38.5,77,0,0,0,0,0,0
8314,M23173,1,298.8,310.0,155.4041165975751,44.9,80,0,0,0,0,0,0
8315,L55494,0,298.8,309.9,182.10765415308833,30.6,83,0,0,0,0,0,0
8316,H37729,2,298.7,309.8,148.91149178015618,40.7,85,0,0,0,0,0,0
8317,L55496,0,298.8,309.8,153.20500174006224,40.0,90,0,0,0,0,0,0
8318,L55497,0,298.7,309.7,174.56783178447282,30.4,92,0,0,0,0,0,0
8319,H37732,2,298.7,309.7,163.88641676226752,39.3,94,0,0,0,0,0,0
8320,L55499,0,298.7,309.7,145.87461888168605,45.7,99,0,0,0,0,0,0
8321,M23180,1,298.8,309.7,152.15780418886564,47.7,101,0,0,0,0,0,0
8322,L55501,0,298.8,309.6,151.0058868825494,50.0,104,0,0,0,0,0,0
8323,L55502,0,298.7,309.6,142.8377459832159,44.9,106,0,0,0,0,0,0
8324,H37737,2,298.7,309.5,152.15780418886564,40.4,108,0,0,0,0,0,0
8325,M23184,1,298.7,309.5,145.97933863680572,46.0,113,0,0,0,0,0,0
8326,M23185,1,298.7,309.5,157.07963267948966,38.8,116,0,0,0,0,0,0
8327,H37740,2,298.6,309.5,159.48818704724184,34.2,119,0,0,0,0,0,0
8328,M23187,1,298.7,309.6,131.31857292005336,57.1,124,0,0,0,0,0,0
8329,L55508,0,298.6,309.5,138.7536755335492,52.2,127,0,0,0,0,0,0
8330,L55509,0,298.8,309.7,149.12093129039553,49.6,129,0,0,0,0,0,0
8331,L55510,0,298.8,309.7,157.60323145508795,39.0,131,0,0,0,0,0,0
8332,M23191,1,298.8,309.7,145.7698991265664,48.7,133,0,0,0,0,0,0
8333,L55512,0,298.8,309.7,160.1165055779598,44.0,136,0,0,0,0,0,0
8334,M23193,1,298.8,309.7,154.67107831173746,48.5,138,0,0,0,0,0,0
8335,M23194,1,298.8,309.7,152.7861227195836,47.3,141,0,0,0,0,0,0
8336,M23195,1,299.0,309.8,234.57225146803788,15.9,144,0,0,0,0,0,0
8337,L55516,0,298.9,309.7,151.73892516838703,48.8,147,0,0,0,0,0,0
8338,M23197,1,298.8,309.7,166.3996908851394,35.3,149,0,0,0,0,0,0
8339,L55518,0,298.8,309.7,182.212373908208,28.5,152,0,0,0,0,0,0
8340,M23199,1,298.8,309.7,156.97491292437,40.3,154,0,0,0,0,0,0
8341,M23200,1,298.8,309.7,154.98523757709646,38.1,157,0,0,0,0,0,0
8342,L55521,0,298.8,309.7,183.36429121452426,29.6,160,0,0,0,0,0,0
8343,L55522,0,298.7,309.7,158.12683023068624,40.6,162,0,0,0,0,0,0
8344,H37757,2,298.8,309.8,150.4822881069511,48.2,164,0,0,0,0,0,0
8345,L55524,0,298.8,309.7,168.49408598753254,40.4,169,0,0,0,0,0,0
8346,H37759,2,298.8,309.8,156.03243512829306,35.9,171,0,0,0,0,0,0
8347,L55526,0,298.7,309.7,167.6563279465753,35.7,176,0,0,0,0,0,0
8348,L55527,0,298.7,309.6,174.35839227423352,31.1,178,0,0,0,0,0,0
8349,M23208,1,298.7,309.6,152.053084433746,42.7,180,0,0,0,0,0,0
8350,M23209,1,298.7,309.5,155.7182758629341,33.6,183,0,0,0,0,0,0
8351,M23210,1,298.7,309.6,144.7227015753698,48.1,186,0,0,0,0,0,0
8352,M23211,1,298.7,309.6,176.55750713174638,26.2,189,0,0,0,0,0,0
8353,L55532,0,298.6,309.6,156.1371548834127,36.9,192,0,0,0,0,0,0
8354,L55533,0,298.7,309.6,151.0058868825494,55.6,194,0,0,0,0,0,0
8355,L55534,0,298.6,309.6,145.56045961632708,50.3,196,0,0,0,0,0,0
8356,L55535,0,298.7,309.6,157.28907218972896,46.7,198,0,0,0,0,0,0
8357,M23216,1,298.6,309.6,140.74335088082273,59.4,200,0,0,0,0,0,0
8358,L55537,0,298.5,309.5,145.0368608407288,46.3,203,1,1,0,0,0,0
8359,L55538,0,298.7,309.7,162.00146117011366,37.4,0,0,0,0,0,0,0
8360,M23219,1,298.6,309.6,159.69762655748116,42.4,2,0,0,0,0,0,0
8361,L55540,0,298.6,309.6,161.26842288427605,35.8,5,0,0,0,0,0,0
8362,L55541,0,298.6,309.5,151.84364492350664,44.3,7,0,0,0,0,0,0
8363,L55542,0,298.6,309.6,141.68582867689966,62.5,9,0,0,0,0,0,0
8364,L55543,0,298.8,309.7,165.66665259930176,45.0,11,0,0,0,0,0,0
8365,L55544,0,298.9,309.8,146.18877814704504,49.0,13,0,0,0,0,0,0
8366,M23225,1,298.8,309.8,162.42034019059233,36.6,15,0,0,0,0,0,0
8367,M23226,1,298.9,309.8,192.26547039969535,22.8,18,0,0,0,0,0,0
8368,L55547,0,298.9,309.8,145.56045961632708,49.9,21,0,0,0,0,0,0
8369,L55548,0,298.9,309.8,160.6401043535581,42.1,23,0,0,0,0,0,0
8370,L55549,0,298.8,309.7,204.51768174869554,20.6,25,0,0,0,0,0,0
8371,L55550,0,298.8,309.8,171.11207986552404,33.6,27,0,0,0,0,0,0
8372,L55551,0,298.7,309.7,196.97785938008005,21.7,29,0,0,0,0,0,0
8373,M23232,1,298.8,309.7,151.63420541326735,44.8,31,0,0,0,0,0,0
8374,M23233,1,298.7,309.7,142.6283064729766,50.5,34,0,0,0,0,0,0
8375,L55554,0,298.8,309.7,128.28170002158322,63.4,37,0,0,0,0,0,0
8376,M23235,1,298.8,309.6,144.93214108560912,48.2,39,0,0,0,0,0,0
8377,L55556,0,298.8,309.8,139.69615332962613,49.3,42,0,0,0,0,0,0
8378,L55557,0,298.8,309.7,139.90559283986545,50.3,44,0,0,0,0,0,0
8379,M23238,1,298.8,309.9,139.38199406426713,61.6,46,0,0,0,0,0,0
8380,L55559,0,298.8,309.9,170.58848108992575,31.9,49,0,0,0,0,0,0
8381,L55560,0,298.9,310.0,185.98228509251575,25.7,51,0,0,0,0,0,0
8382,H37795,2,298.8,310.0,160.22122533307945,38.3,53,0,0,0,0,0,0
8383,L55562,0,298.9,310.0,180.01325905069515,27.3,58,0,0,0,0,0,0
8384,M23243,1,298.8,309.9,156.55603390389135,35.2,60,0,0,0,0,0,0
8385,L55564,0,298.8,309.7,151.84364492350664,43.1,63,0,0,0,0,0,0
8386,H37799,2,298.8,309.8,163.67697725202822,38.8,65,0,0,0,0,0,0
8387,M23246,1,298.9,309.9,157.1843524346093,37.1,70,0,0,0,0,0,0
8388,L55567,0,298.8,309.9,141.47638916666034,47.2,73,0,0,0,0,0,0
8389,L55568,0,298.9,309.9,142.94246573833559,46.5,75,0,0,0,0,0,0
8390,L55569,0,298.8,309.9,159.69762655748116,39.7,77,0,0,0,0,0,0
8391,M23250,1,298.8,309.8,134.87904459412178,61.9,79,0,0,0,0,0,0
8392,L55571,0,298.6,309.6,149.01621153527586,42.7,82,0,0,0,0,0,0
8393,M23252,1,298.5,309.6,157.28907218972896,39.4,84,0,0,0,0,0,0
8394,L55573,0,298.5,309.5,149.53981031087415,43.5,87,0,0,0,0,0,0
8395,M23254,1,298.6,309.5,163.9911365173872,38.1,89,0,0,0,0,0,0
8396,M23255,1,298.5,309.5,155.29939684245542,44.8,92,0,0,0,0,0,0
8397,H37810,2,298.6,309.6,166.818569905618,33.3,95,0,0,0,0,0,0
8398,L55577,0,298.5,309.6,180.53685782629344,26.4,100,0,0,0,0,0,0
8399,L55578,0,298.5,309.7,274.05159914814965,12.1,102,1,0,0,1,0,0
8400,L55579,0,298.6,309.7,135.50736312483974,59.4,104,0,0,0,0,0,0
8401,L55580,0,298.6,309.6,160.5353845984384,40.7,106,0,0,0,0,0,0
8402,H37815,2,298.5,309.4,174.98671080495149,31.8,108,0,0,0,0,0,0
8403,L55582,0,298.5,309.5,143.46606451393387,52.4,113,0,0,0,0,0,0
8404,L55583,0,298.5,309.6,153.1002819849426,45.1,115,0,0,0,0,0,0
8405,L55584,0,298.4,309.5,161.79202165987437,36.6,117,0,0,0,0,0,0
8406,M23265,1,298.4,309.5,155.4041165975751,41.7,119,0,0,0,0,0,0
8407,M23266,1,298.4,309.5,140.74335088082273,45.3,122,0,0,0,0,0,0
8408,L55587,0,298.4,309.5,142.1047076973783,50.1,125,0,0,0,0,0,0
8409,M23268,1,298.5,309.6,164.61945504810515,33.0,127,0,0,0,0,0,0
8410,L55589,0,298.5,309.6,194.88346427768684,26.9,130,0,0,0,0,0,0
8411,L55590,0,298.5,309.5,162.10618092523333,44.5,132,0,0,0,0,0,0
8412,L55591,0,298.6,309.8,156.66075365901102,37.7,134,0,0,0,0,0,0
8413,M23272,1,298.6,309.7,137.60175822723295,49.7,136,0,0,0,0,0,0
8414,M23273,1,298.6,309.7,148.91149178015618,49.7,139,0,0,0,0,0,0
8415,L55594,0,298.6,309.8,192.8937889304133,20.1,142,0,0,0,0,0,0
8416,M23275,1,298.7,309.9,150.1681288415921,53.0,144,0,0,0,0,0,0
8417,M23276,1,298.8,310.1,165.98081186466072,31.3,147,0,0,0,0,0,0
8418,H37831,2,298.8,310.1,178.44246272390023,30.7,150,0,0,0,0,0,0
8419,L55598,0,298.9,310.2,206.4026373408494,23.2,155,0,0,0,0,0,0
8420,L55599,0,299.0,310.3,149.8539695762331,39.9,157,0,0,0,0,0,0
8421,L55600,0,298.9,310.4,161.89674141499398,37.7,159,0,0,0,0,0,0
8422,L55601,0,298.9,310.3,156.66075365901102,36.3,161,0,0,0,0,0,0
8423,H37836,2,298.9,310.3,130.1666556137371,63.0,163,0,0,0,0,0,0
8424,L55603,0,299.0,310.4,152.053084433746,46.2,168,0,0,0,0,0,0
8425,L55604,0,299.1,310.6,144.5132620651305,44.7,170,0,0,0,0,0,0
8426,L55605,0,299.2,310.6,164.09585627250686,38.4,172,0,0,0,0,0,0
8427,L55606,0,299.1,310.5,170.4837613348061,35.9,174,0,0,0,0,0,0
8428,L55607,0,299.1,310.4,157.60323145508795,46.1,176,0,0,0,0,0,0
8429,M23288,1,299.0,310.3,191.3229926036184,28.0,178,0,0,0,0,0,0
8430,L55609,0,299.0,310.3,165.14305382370344,40.0,181,0,0,0,0,0,0
8431,L55610,0,298.9,310.2,136.55456067603632,57.2,183,0,0,0,0,0,0
8432,H37845,2,298.9,310.1,138.64895577842952,54.6,185,0,0,0,0,0,0
8433,L55612,0,298.8,310.0,160.95426361891708,39.9,190,0,0,0,0,0,0
8434,M23293,1,298.8,310.1,157.1843524346093,48.7,192,0,0,0,0,0,0
8435,M23294,1,298.7,309.9,173.20647496791725,29.1,195,0,0,0,0,0,0
8436,M23295,1,298.7,310.0,159.0693080267632,38.1,198,0,0,0,0,0,0
